#现代汉语语料库汉字频率表,,,,
#语料规模:2000万字,,,,
#只列入出现次数大于5次的字,,,,
#下载自www.cncorpus.org语料库在线网站,,,,
,,,,
,,,,
id,汉字,出现次数,频率（%）,累积频率（%）
2807,沦,192,0.0012,98.99699999999996
2808,锄,192,0.0012,98.99819999999995
2809,畸,192,0.0012,98.99939999999995
2810,脓,192,0.0012,98.99579999999996
2811,疙,191,0.0012,99.00179999999995
2812,炊,191,0.0012,99.00299999999994
2813,擅,191,0.0012,99.00059999999995
2814,粤,190,0.0012,99.00539999999994
2815,虏,190,0.0012,99.00659999999993
2816,豹,190,0.0012,99.00779999999993
2817,榨,190,0.0012,99.00899999999993
2818,棱,190,0.0012,99.01019999999993
2819,簇,190,0.0012,99.01139999999992
2820,莺,190,0.0012,99.01259999999992
2821,撇,190,0.0012,99.01379999999992
2822,绎,190,0.0012,99.01499999999992
2823,尉,190,0.0012,99.00419999999994
2824,柬,189,0.0012,99.01739999999991
2825,涩,189,0.0012,99.01619999999991
2826,乓,189,0.0012,99.0185999999999
2827,觅,188,0.0012,99.02579999999989
2828,茄,188,0.0012,99.0197999999999
2829,涯,188,0.0012,99.0209999999999
2830,狩,188,0.0012,99.0221999999999
2831,憎,188,0.0012,99.0233999999999
2832,蔚,188,0.0012,99.0245999999999
2833,挚,187,0.0012,99.03059999999988
2834,姥,187,0.0012,99.02939999999988
2835,袄,187,0.0012,99.02699999999989
2836,捡,187,0.0012,99.02819999999988
2837,旷,186,0.0012,99.03539999999987
2838,镶,186,0.0012,99.03179999999988
2839,碘,186,0.0012,99.03299999999987
2840,袜,186,0.0012,99.03419999999987
2841,丸,185,0.0012,99.03659999999986
2842,糙,185,0.0012,99.03779999999986
2843,鲸,184,0.0012,99.04499999999985
2844,铵,184,0.0012,99.04619999999984
2845,倚,184,0.0012,99.04379999999985
2846,矢,184,0.0012,99.04739999999984
2847,锌,184,0.0012,99.04019999999986
2848,褂,184,0.0012,99.04259999999985
2849,牡,184,0.0012,99.03899999999986
2850,硕,184,0.0012,99.04139999999985
2851,憨,182,0.0012,99.04979999999983
2852,淌,182,0.0012,99.04859999999984
2853,禾,181,0.0012,99.05099999999983
2854,尹,180,0.0012,99.0653999999998
2855,荆,180,0.0012,99.0641999999998
2856,苟,180,0.0012,99.0629999999998
2857,聋,180,0.0012,99.0617999999998
2858,潇,180,0.0012,99.06059999999981
2859,庐,180,0.0012,99.05939999999981
2860,煎,180,0.0012,99.05219999999983
2861,勿,180,0.0012,99.05819999999981
2862,彬,180,0.0012,99.0665999999998
2863,醋,180,0.0012,99.05699999999982
2864,梭,180,0.0012,99.05579999999982
2865,秉,180,0.0012,99.05459999999982
2866,嗦,180,0.0012,99.05339999999983
2867,掷,179,0.0012,99.06779999999979
2868,悼,179,0.0012,99.06899999999979
2869,噜,179,0.0012,99.07019999999979
2870,茵,179,0.0012,99.07139999999978
2871,蓉,179,0.0012,99.07259999999978
2872,矫,178,0.0011,99.07369999999977
2873,憋,177,0.0011,99.07919999999974
2874,翘,177,0.0011,99.07479999999977
2875,琢,177,0.0011,99.07589999999976
2876,挠,177,0.0011,99.07699999999976
2877,吭,177,0.0011,99.07809999999975
2878,兑,176,0.0011,99.08029999999974
2879,蔗,176,0.0011,99.08139999999973
2880,瑟,176,0.0011,99.08249999999973
2881,痒,176,0.0011,99.08359999999972
2882,琐,175,0.0011,99.09019999999968
2883,酋,175,0.0011,99.08909999999969
2884,廖,175,0.0011,99.0879999999997
2885,璋,175,0.0011,99.0868999999997
2886,槐,175,0.0011,99.08469999999971
2887,闺,175,0.0011,99.08579999999971
2888,拧,175,0.0011,99.09129999999968
2889,彰,174,0.0011,99.09239999999967
2890,菱,174,0.0011,99.09349999999966
2891,呕,174,0.0011,99.09459999999966
2892,瘩,174,0.0011,99.09569999999965
2893,筐,174,0.0011,99.09679999999965
2894,搂,174,0.0011,99.09789999999964
2895,焚,174,0.0011,99.09899999999963
2896,迄,174,0.0011,99.10009999999963
2897,垮,173,0.0011,99.1044999999996
2898,缕,173,0.0011,99.10339999999961
2899,谜,173,0.0011,99.10669999999959
2900,钥,173,0.0011,99.10119999999962
2901,嘟,173,0.0011,99.10229999999962
2902,蠢,173,0.0011,99.1055999999996
2903,Ｏ,172,0.0011,99.10779999999959
2904,蛤,172,0.0011,99.10889999999958
2905,馈,172,0.0011,99.10999999999957
2906,咨,172,0.0011,99.11109999999957
2907,敷,171,0.0011,99.11219999999956
2908,缅,171,0.0011,99.11329999999955
2909,聂,171,0.0011,99.11439999999955
2910,宠,171,0.0011,99.11549999999954
2911,禧,170,0.0011,99.11989999999952
2912,沼,170,0.0011,99.11659999999954
2913,巍,170,0.0011,99.11879999999952
2914,榆,170,0.0011,99.12099999999951
2915,宛,170,0.0011,99.11769999999953
2916,绷,169,0.0011,99.1220999999995
2917,俞,169,0.0011,99.1231999999995
2918,眶,169,0.0011,99.1242999999995
2919,吩,168,0.0011,99.12539999999949
2920,筛,168,0.0011,99.12649999999948
2921,菩,168,0.0011,99.12759999999948
2922,钞,168,0.0011,99.12869999999947
2923,诈,167,0.0011,99.13089999999946
2924,嗨,167,0.0011,99.13309999999944
2925,葫,167,0.0011,99.13419999999944
2926,佃,167,0.0011,99.12979999999946
2927,酱,167,0.0011,99.13199999999945
2928,颓,166,0.0011,99.13529999999943
2929,渺,166,0.0011,99.13639999999943
2930,揽,166,0.0011,99.13749999999942
2931,躬,166,0.0011,99.13859999999941
2932,歹,166,0.0011,99.13969999999941
2933,焕,166,0.0011,99.1407999999994
2934,啪,165,0.0011,99.1418999999994
2935,溅,165,0.0011,99.14299999999939
2936,栋,165,0.0011,99.14409999999938
2937,沛,165,0.0011,99.14519999999938
2938,砚,164,0.0011,99.14629999999937
2939,霖,164,0.0011,99.14739999999937
2940,囚,163,0.001,99.14839999999937
2941,侄,163,0.001,99.14939999999937
2942,妃,162,0.001,99.15239999999939
2943,氓,162,0.001,99.15039999999938
2944,狡,162,0.001,99.15139999999938
2945,瞥,161,0.001,99.1533999999994
2946,沁,161,0.001,99.1543999999994
2947,揣,161,0.001,99.1553999999994
2948,峭,161,0.001,99.15639999999941
2949,樱,160,0.001,99.15739999999941
2950,禹,160,0.001,99.15839999999942
2951,岔,160,0.001,99.15939999999942
2952,暇,160,0.001,99.16039999999943
2953,檐,160,0.001,99.16139999999943
2954,澜,160,0.001,99.16239999999944
2955,涅,159,0.001,99.16439999999945
2956,粥,159,0.001,99.16539999999945
2957,馏,159,0.001,99.16339999999944
2958,嗜,158,0.001,99.16639999999946
2959,笃,158,0.001,99.16739999999946
2960,麟,158,0.001,99.16839999999947
2961,铲,158,0.001,99.16939999999947
2962,寅,157,0.001,99.17039999999947
2963,剔,157,0.001,99.17139999999948
2964,尧,157,0.001,99.17239999999948
2965,扼,156,0.001,99.1763999999995
2966,赣,156,0.001,99.1753999999995
2967,稠,156,0.001,99.17739999999951
2968,屿,156,0.001,99.17339999999949
2969,胺,156,0.001,99.1743999999995
2970,帖,155,0.001,99.18139999999953
2971,堕,155,0.001,99.17839999999951
2972,亥,155,0.001,99.17939999999952
2973,揪,155,0.001,99.18039999999952
2974,梧,154,0.001,99.18239999999953
2975,麓,154,0.001,99.18539999999955
2976,瀑,154,0.001,99.18639999999955
2977,窍,154,0.001,99.18439999999954
2978,懈,154,0.001,99.18339999999954
2979,淤,153,0.001,99.19339999999958
2980,腮,153,0.001,99.19239999999958
2981,腥,153,0.001,99.19139999999958
2982,绞,153,0.001,99.19439999999959
2983,鹃,153,0.001,99.18739999999956
2984,卒,153,0.001,99.19039999999957
2985,蕉,153,0.001,99.18939999999957
2986,枫,153,0.001,99.18839999999956
2987,脯,152,0.001,99.1953999999996
2988,腑,152,0.001,99.1963999999996
2989,碟,151,0.001,99.20239999999963
2990,莽,151,0.001,99.20339999999963
2991,毙,151,0.001,99.20139999999962
2992,婷,151,0.001,99.20539999999964
2993,磕,151,0.001,99.20039999999962
2994,熏,151,0.001,99.19939999999961
2995,酵,151,0.001,99.1973999999996
2996,薇,151,0.001,99.19839999999961
2997,溴,151,0.001,99.20439999999964
2998,弛,150,0.001,99.21039999999967
2999,挟,150,0.001,99.20939999999966
3000,棘,150,0.001,99.20639999999965
3001,秤,150,0.001,99.20839999999966
3002,睹,150,0.001,99.21139999999967
3003,庚,150,0.001,99.20739999999965
3004,蚓,149,0.001,99.22139999999972
3005,咀,149,0.001,99.22039999999971
3006,绰,149,0.001,99.21539999999969
3007,锰,149,0.001,99.21939999999971
3008,炽,149,0.001,99.22239999999972
3009,枉,149,0.001,99.2183999999997
3010,俏,149,0.001,99.22339999999973
3011,梗,149,0.001,99.21239999999968
3012,祷,149,0.001,99.2163999999997
3013,逛,149,0.001,99.21439999999969
3014,茸,149,0.001,99.21339999999968
3015,葵,149,0.001,99.2173999999997
3016,蜀,148,0.001,99.22939999999976
3017,狄,148,0.001,99.22539999999974
3018,拙,148,0.001,99.22839999999975
3019,鞍,148,0.001,99.22739999999975
3020,婿,148,0.001,99.22439999999973
3021,掺,148,0.001,99.22639999999974
3022,钧,148,0.001,99.23039999999976
3023,蚯,147,0.0009,99.23129999999976
3024,圃,147,0.0009,99.23219999999976
3025,蛾,147,0.0009,99.23309999999977
3026,嚣,147,0.0009,99.23399999999977
3027,垃,147,0.0009,99.23489999999977
3028,紊,147,0.0009,99.23579999999977
3029,酚,146,0.0009,99.23939999999978
3030,隘,146,0.0009,99.23669999999977
3031,韬,146,0.0009,99.24029999999978
3032,鲫,146,0.0009,99.24119999999978
3033,笋,146,0.0009,99.23759999999977
3034,啃,146,0.0009,99.23849999999977
3035,叽,145,0.0009,99.24209999999978
3036,鲤,145,0.0009,99.24299999999978
3037,惰,145,0.0009,99.24389999999978
3038,嘀,145,0.0009,99.24479999999978
3039,诬,145,0.0009,99.24569999999979
3040,哮,145,0.0009,99.24659999999979
3041,羔,144,0.0009,99.24749999999979
3042,毡,144,0.0009,99.24839999999979
3043,勺,144,0.0009,99.24929999999979
3044,狸,143,0.0009,99.2528999999998
3045,娥,143,0.0009,99.2519999999998
3046,郡,143,0.0009,99.2537999999998
3047,瘫,143,0.0009,99.2510999999998
3048,钝,143,0.0009,99.2546999999998
3049,湍,143,0.0009,99.2501999999998
3050,趾,142,0.0009,99.2573999999998
3051,跋,142,0.0009,99.2555999999998
3052,靖,142,0.0009,99.2564999999998
3053,妒,141,0.0009,99.26459999999982
3054,锯,141,0.0009,99.26369999999982
3055,畲,141,0.0009,99.2582999999998
3056,弘,141,0.0009,99.26279999999981
3057,湛,141,0.0009,99.26549999999982
3058,咦,141,0.0009,99.26189999999981
3059,袱,141,0.0009,99.26099999999981
3060,咙,141,0.0009,99.26009999999981
3061,圾,141,0.0009,99.25919999999981
3062,藩,140,0.0009,99.26999999999983
3063,颅,140,0.0009,99.26909999999982
3064,弼,140,0.0009,99.27179999999983
3065,鲨,140,0.0009,99.27089999999983
3066,嗬,140,0.0009,99.26639999999982
3067,翩,140,0.0009,99.26729999999982
3068,忿,140,0.0009,99.26819999999982
3069,刨,139,0.0009,99.27359999999983
3070,捂,139,0.0009,99.27269999999983
3071,痹,138,0.0009,99.27449999999983
3072,灸,138,0.0009,99.27539999999983
3073,虐,138,0.0009,99.27629999999984
3074,芙,138,0.0009,99.27719999999984
3075,鹊,137,0.0009,99.27809999999984
3076,簿,137,0.0009,99.27899999999984
3077,绢,137,0.0009,99.27989999999984
3078,戳,136,0.0009,99.28619999999985
3079,徊,136,0.0009,99.28529999999985
3080,澈,136,0.0009,99.28439999999985
3081,疤,136,0.0009,99.28349999999985
3082,棠,136,0.0009,99.28709999999985
3083,扳,136,0.0009,99.28079999999984
3084,诏,136,0.0009,99.28799999999985
3085,沧,136,0.0009,99.28259999999985
3086,蹬,136,0.0009,99.28169999999984
3087,窥,135,0.0009,99.29609999999987
3088,窖,135,0.0009,99.29699999999987
3089,疟,135,0.0009,99.28979999999986
3090,呱,135,0.0009,99.29069999999986
3091,湃,135,0.0009,99.29159999999986
3092,淳,135,0.0009,99.29249999999986
3093,眷,135,0.0009,99.29339999999986
3094,匣,135,0.0009,99.29429999999986
3095,烙,135,0.0009,99.29789999999987
3096,佑,135,0.0009,99.29519999999987
3097,慷,135,0.0009,99.28889999999986
3098,轩,134,0.0009,99.29879999999987
3099,焉,134,0.0009,99.30059999999987
3100,１,134,0.0009,99.29969999999987
3101,芸,133,0.0009,99.30329999999988
3102,琳,133,0.0009,99.30239999999988
3103,恺,133,0.0009,99.30149999999988
3104,嘶,132,0.0008,99.30409999999988
3105,馒,132,0.0008,99.30489999999988
3106,哆,132,0.0008,99.30569999999987
3107,崎,131,0.0008,99.31129999999986
3108,嫉,131,0.0008,99.31049999999986
3109,冥,131,0.0008,99.30969999999986
3110,徘,131,0.0008,99.30889999999987
3111,辜,131,0.0008,99.30649999999987
3112,姬,131,0.0008,99.30809999999987
3113,捎,131,0.0008,99.31209999999986
3114,绥,131,0.0008,99.30729999999987
3115,窘,130,0.0008,99.31289999999986
3116,诀,130,0.0008,99.31369999999986
3117,龚,129,0.0008,99.31849999999984
3118,橙,129,0.0008,99.31449999999985
3119,诧,129,0.0008,99.31769999999985
3120,诡,129,0.0008,99.31929999999984
3121,峨,129,0.0008,99.31689999999985
3122,逾,129,0.0008,99.31609999999985
3123,裴,129,0.0008,99.31529999999985
3124,椭,128,0.0008,99.32009999999984
3125,嗣,128,0.0008,99.32089999999984
3126,讳,128,0.0008,99.32169999999984
3127,粟,128,0.0008,99.32249999999983
3128,轧,128,0.0008,99.32329999999983
3129,咏,128,0.0008,99.32409999999983
3130,衙,128,0.0008,99.32489999999983
3131,虔,128,0.0008,99.32569999999983
3132,梵,128,0.0008,99.32649999999983
3133,豚,128,0.0008,99.32729999999982
3134,邢,127,0.0008,99.33049999999982
3135,梆,127,0.0008,99.32889999999982
3136,剃,127,0.0008,99.33209999999981
3137,吆,127,0.0008,99.32969999999982
3138,奢,127,0.0008,99.32809999999982
3139,叩,127,0.0008,99.33129999999981
3140,拎,126,0.0008,99.3376999999998
3141,芹,126,0.0008,99.3368999999998
3142,瑛,126,0.0008,99.3360999999998
3143,翰,126,0.0008,99.33289999999981
3144,邹,126,0.0008,99.3352999999998
3145,淆,126,0.0008,99.3384999999998
3146,厥,126,0.0008,99.3344999999998
3147,缭,126,0.0008,99.33369999999981
3148,髦,125,0.0008,99.3392999999998
3149,斡,125,0.0008,99.3400999999998
3150,羌,124,0.0008,99.34569999999978
3151,磅,124,0.0008,99.34089999999979
3152,郝,124,0.0008,99.34489999999978
3153,芯,124,0.0008,99.34649999999978
3154,卉,124,0.0008,99.34409999999978
3155,诫,124,0.0008,99.34329999999979
3156,驮,124,0.0008,99.34169999999979
3157,骼,124,0.0008,99.34249999999979
3158,蜕,123,0.0008,99.34729999999978
3159,崽,123,0.0008,99.34809999999977
3160,墩,123,0.0008,99.34889999999977
3161,迦,123,0.0008,99.34969999999977
3162,屎,123,0.0008,99.35049999999977
3163,陨,123,0.0008,99.35129999999977
3164,桦,123,0.0008,99.35209999999977
3165,敛,123,0.0008,99.35289999999976
3166,倪,122,0.0008,99.35449999999976
3167,讥,122,0.0008,99.35369999999976
3168,鳃,122,0.0008,99.35529999999976
3169,氟,122,0.0008,99.35609999999976
3170,祠,121,0.0008,99.36329999999974
3171,晤,121,0.0008,99.35689999999975
3172,趴,121,0.0008,99.35769999999975
3173,瑚,121,0.0008,99.35849999999975
3174,苛,121,0.0008,99.35929999999975
3175,寥,121,0.0008,99.36009999999975
3176,惭,121,0.0008,99.36089999999975
3177,宵,121,0.0008,99.36169999999974
3178,靶,121,0.0008,99.36249999999974
3179,倌,120,0.0008,99.36409999999974
3180,砾,120,0.0008,99.36729999999973
3181,厕,120,0.0008,99.36809999999973
3182,钳,120,0.0008,99.36649999999973
3183,肘,120,0.0008,99.36569999999973
3184,眺,120,0.0008,99.36489999999974
3185,甭,119,0.0008,99.37129999999972
3186,呗,119,0.0008,99.37609999999971
3187,鲍,119,0.0008,99.37689999999971
3188,盔,119,0.0008,99.37529999999971
3189,镰,119,0.0008,99.37449999999971
3190,拽,119,0.0008,99.37369999999972
3191,酝,119,0.0008,99.36889999999973
3192,怡,119,0.0008,99.37289999999972
3193,菇,119,0.0008,99.37209999999972
3194,搓,119,0.0008,99.37049999999972
3195,醛,119,0.0008,99.36969999999972
3196,涕,118,0.0008,99.3784999999997
3197,噬,118,0.0008,99.3792999999997
3198,蒜,118,0.0008,99.3800999999997
3199,囱,118,0.0008,99.3808999999997
3200,愕,118,0.0008,99.3776999999997
3201,孚,117,0.0008,99.38329999999969
3202,壕,117,0.0008,99.38409999999969
3203,鸥,117,0.0008,99.38489999999969
3204,唠,117,0.0008,99.3824999999997
3205,濒,117,0.0008,99.3816999999997
3206,渤,116,0.0007,99.38559999999968
3207,撮,116,0.0007,99.38629999999968
3208,拇,116,0.0007,99.38699999999967
3209,琅,116,0.0007,99.38769999999967
3210,呻,116,0.0007,99.38839999999966
3211,撩,116,0.0007,99.38909999999966
3212,桨,115,0.0007,99.39399999999962
3213,佟,115,0.0007,99.39329999999963
3214,皿,115,0.0007,99.39259999999963
3215,嘘,115,0.0007,99.39539999999961
3216,襄,115,0.0007,99.39189999999964
3217,胰,115,0.0007,99.38979999999965
3218,鞠,115,0.0007,99.39119999999964
3219,泓,115,0.0007,99.39469999999962
3220,蝗,115,0.0007,99.39049999999965
3221,橱,114,0.0007,99.39819999999959
3222,蝠,114,0.0007,99.3974999999996
3223,伶,114,0.0007,99.3960999999996
3224,倔,114,0.0007,99.3967999999996
3225,酌,114,0.0007,99.39889999999959
3226,黯,113,0.0007,99.40029999999958
3227,秸,113,0.0007,99.40099999999957
3228,圳,113,0.0007,99.40169999999956
3229,绚,113,0.0007,99.40239999999956
3230,庇,113,0.0007,99.40309999999955
3231,窦,113,0.0007,99.40379999999955
3232,酯,113,0.0007,99.40449999999954
3233,睦,113,0.0007,99.39959999999958
3234,屉,112,0.0007,99.41359999999948
3235,窒,112,0.0007,99.41289999999948
3236,兀,112,0.0007,99.41219999999949
3237,樊,112,0.0007,99.41149999999949
3238,庶,112,0.0007,99.4107999999995
3239,妓,112,0.0007,99.4100999999995
3240,戎,112,0.0007,99.40939999999951
3241,岱,112,0.0007,99.40869999999951
3242,滇,112,0.0007,99.40519999999954
3243,侗,112,0.0007,99.40799999999952
3244,簸,112,0.0007,99.41429999999947
3245,迸,112,0.0007,99.40729999999952
3246,赎,112,0.0007,99.40659999999953
3247,沥,112,0.0007,99.40589999999953
3248,眩,111,0.0007,99.42129999999942
3249,雏,111,0.0007,99.41499999999947
3250,凛,111,0.0007,99.42059999999942
3251,旭,111,0.0007,99.42199999999941
3252,苑,111,0.0007,99.41989999999943
3253,撼,111,0.0007,99.41919999999944
3254,懊,111,0.0007,99.41569999999946
3255,庵,111,0.0007,99.41849999999944
3256,骇,111,0.0007,99.41779999999945
3257,骡,111,0.0007,99.41709999999945
3258,５,111,0.0007,99.41639999999946
3259,汝,110,0.0007,99.42269999999941
3260,喽,110,0.0007,99.4233999999994
3261,栅,110,0.0007,99.4240999999994
3262,挎,109,0.0007,99.42899999999936
3263,徙,109,0.0007,99.42549999999939
3264,邱,109,0.0007,99.42829999999937
3265,冉,109,0.0007,99.43039999999935
3266,蠕,109,0.0007,99.42969999999936
3267,瘾,109,0.0007,99.4247999999994
3268,峪,109,0.0007,99.42689999999938
3269,蜻,109,0.0007,99.42619999999938
3270,茬,109,0.0007,99.42759999999937
3271,篡,108,0.0007,99.4366999999993
3272,绊,108,0.0007,99.43599999999931
3273,亢,108,0.0007,99.43529999999932
3274,猖,108,0.0007,99.43109999999935
3275,嚎,108,0.0007,99.43389999999933
3276,荔,108,0.0007,99.4373999999993
3277,廿,108,0.0007,99.43319999999933
3278,癞,108,0.0007,99.43249999999934
3279,萤,108,0.0007,99.43179999999934
3280,秽,108,0.0007,99.43459999999932
3281,鳄,107,0.0007,99.44019999999928
3282,呛,107,0.0007,99.44089999999927
3283,汞,107,0.0007,99.43949999999928
3284,瞄,107,0.0007,99.43879999999929
3285,攘,107,0.0007,99.4380999999993
3286,挛,106,0.0007,99.44229999999926
3287,兢,106,0.0007,99.44299999999926
3288,啤,106,0.0007,99.44159999999927
3289,陇,106,0.0007,99.44369999999925
3290,汲,106,0.0007,99.44859999999922
3291,漉,106,0.0007,99.44439999999925
3292,寝,106,0.0007,99.44509999999924
3293,募,106,0.0007,99.44579999999924
3294,贻,106,0.0007,99.44649999999923
3295,黔,106,0.0007,99.44719999999923
3296,遏,106,0.0007,99.44789999999922
3297,邯,105,0.0007,99.4499999999992
3298,酥,105,0.0007,99.45909999999914
3299,蝙,105,0.0007,99.45839999999914
3300,阜,105,0.0007,99.45769999999915
3301,婪,105,0.0007,99.45699999999916
3302,氦,105,0.0007,99.45629999999916
3303,狈,105,0.0007,99.45559999999917
3304,嗒,105,0.0007,99.45489999999917
3305,缎,105,0.0007,99.45419999999918
3306,刁,105,0.0007,99.44929999999921
3307,瞻,105,0.0007,99.45279999999919
3308,篱,105,0.0007,99.45979999999913
3309,煽,105,0.0007,99.45209999999919
3310,墟,105,0.0007,99.4513999999992
3311,橘,105,0.0007,99.4506999999992
3312,惋,105,0.0007,99.45349999999918
3313,舵,104,0.0007,99.4646999999991
3314,埠,104,0.0007,99.4653999999991
3315,尴,104,0.0007,99.4639999999991
3316,尬,104,0.0007,99.46329999999911
3317,岚,104,0.0007,99.46049999999913
3318,肋,104,0.0007,99.46259999999911
3319,褶,104,0.0007,99.46189999999912
3320,潺,104,0.0007,99.46119999999912
3321,谕,103,0.0007,99.46609999999909
3322,亨,103,0.0007,99.46679999999908
3323,蜓,103,0.0007,99.46749999999908
3324,苷,103,0.0007,99.46819999999907
3325,裔,102,0.0007,99.46959999999906
3326,贿,102,0.0007,99.47029999999906
3327,悍,102,0.0007,99.47099999999905
3328,蓦,102,0.0007,99.47169999999905
3329,逞,102,0.0007,99.47239999999904
3330,於,102,0.0007,99.46889999999907
3331,迂,101,0.0006,99.47599999999908
3332,谛,101,0.0006,99.47659999999908
3333,邵,101,0.0006,99.47299999999905
3334,陛,101,0.0006,99.47359999999905
3335,嬉,101,0.0006,99.47419999999906
3336,刃,101,0.0006,99.47479999999906
3337,砧,101,0.0006,99.47539999999907
3338,粱,100,0.0006,99.47719999999909
3339,苞,100,0.0006,99.47779999999909
3340,啰,100,0.0006,99.4783999999991
3341,猾,100,0.0006,99.4789999999991
3342,揩,100,0.0006,99.47959999999911
3343,斟,99,0.0006,99.48319999999914
3344,坷,99,0.0006,99.48259999999914
3345,酮,99,0.0006,99.48199999999913
3346,芜,99,0.0006,99.48439999999916
3347,赦,99,0.0006,99.48019999999912
3348,纶,99,0.0006,99.48139999999913
3349,馋,99,0.0006,99.48499999999916
3350,沐,99,0.0006,99.48079999999912
3351,黝,99,0.0006,99.48379999999915
3352,擒,98,0.0006,99.49279999999924
3353,捅,98,0.0006,99.49399999999925
3354,钛,98,0.0006,99.49219999999923
3355,泵,98,0.0006,99.49159999999922
3356,哉,98,0.0006,99.49099999999922
3357,涝,98,0.0006,99.48559999999917
3358,琶,98,0.0006,99.49039999999921
3359,蝉,98,0.0006,99.49339999999924
3360,缆,98,0.0006,99.4897999999992
3361,傣,98,0.0006,99.4891999999992
3362,缤,98,0.0006,99.4885999999992
3363,孜,98,0.0006,99.48799999999919
3364,彦,98,0.0006,99.48739999999918
3365,烹,98,0.0006,99.48679999999918
3366,怅,98,0.0006,99.48619999999917
3367,砰,97,0.0006,99.49879999999929
3368,雍,97,0.0006,99.49459999999925
3369,虞,97,0.0006,99.49519999999926
3370,嘈,97,0.0006,99.49579999999926
3371,栓,97,0.0006,99.49639999999927
3372,胱,97,0.0006,99.49699999999928
3373,锭,97,0.0006,99.49759999999928
3374,痉,97,0.0006,99.49819999999929
3375,卦,96,0.0006,99.4999999999993
3376,磺,96,0.0006,99.50059999999931
3377,楠,96,0.0006,99.50119999999932
3378,辙,96,0.0006,99.50179999999932
3379,瓢,96,0.0006,99.50239999999933
3380,漾,96,0.0006,99.50539999999936
3381,钊,96,0.0006,99.50299999999933
3382,蟆,96,0.0006,99.4993999999993
3383,匿,96,0.0006,99.50359999999934
3384,札,96,0.0006,99.50419999999934
3385,霎,96,0.0006,99.50479999999935
3386,瞩,95,0.0006,99.50599999999936
3387,蘑,95,0.0006,99.50659999999937
3388,跺,95,0.0006,99.51139999999941
3389,疡,95,0.0006,99.50719999999937
3390,螂,95,0.0006,99.50779999999938
3391,溺,95,0.0006,99.50839999999938
3392,疹,95,0.0006,99.50899999999939
3393,缫,95,0.0006,99.5095999999994
3394,臀,95,0.0006,99.5101999999994
3395,捍,95,0.0006,99.5107999999994
3396,皓,94,0.0006,99.51739999999947
3397,璧,94,0.0006,99.51679999999946
3398,汛,94,0.0006,99.51619999999946
3399,惫,94,0.0006,99.51559999999945
3400,嫦,94,0.0006,99.51199999999942
3401,瑁,94,0.0006,99.51499999999945
3402,瘪,94,0.0006,99.51799999999947
3403,玳,94,0.0006,99.51439999999944
3404,２,94,0.0006,99.51379999999943
3405,膳,94,0.0006,99.51319999999943
3406,骏,94,0.0006,99.51259999999942
3407,伺,93,0.0006,99.51859999999948
3408,峦,93,0.0006,99.5203999999995
3409,疚,93,0.0006,99.51979999999949
3410,浒,93,0.0006,99.51919999999949
3411,睬,93,0.0006,99.52459999999954
3412,呃,93,0.0006,99.52399999999953
3413,肴,93,0.0006,99.52339999999953
3414,惘,93,0.0006,99.52279999999952
3415,搀,93,0.0006,99.52219999999951
3416,涧,93,0.0006,99.52159999999951
3417,糠,93,0.0006,99.5209999999995
3418,澎,92,0.0006,99.52759999999957
3419,囤,92,0.0006,99.52639999999955
3420,祺,92,0.0006,99.5317999999996
3421,涎,92,0.0006,99.52699999999956
3422,拯,92,0.0006,99.52519999999954
3423,殉,92,0.0006,99.52819999999957
3424,蜒,92,0.0006,99.52879999999958
3425,怠,92,0.0006,99.52939999999958
3426,牟,92,0.0006,99.52999999999959
3427,曳,92,0.0006,99.5305999999996
3428,靳,92,0.0006,99.5311999999996
3429,凰,92,0.0006,99.52579999999955
3430,蔼,91,0.0006,99.53659999999965
3431,捶,91,0.0006,99.53719999999966
3432,踌,91,0.0006,99.53599999999965
3433,鳍,91,0.0006,99.53539999999964
3434,佤,91,0.0006,99.53479999999963
3435,鬓,91,0.0006,99.53239999999961
3436,娴,91,0.0006,99.53419999999963
3437,窿,91,0.0006,99.53359999999962
3438,戊,91,0.0006,99.53299999999962
3439,躇,90,0.0006,99.53839999999967
3440,瘀,90,0.0006,99.53899999999967
3441,厄,90,0.0006,99.54079999999969
3442,惚,90,0.0006,99.53779999999966
3443,悯,90,0.0006,99.53959999999968
3444,拭,90,0.0006,99.54019999999969
3445,剌,89,0.0006,99.54679999999975
3446,鲢,89,0.0006,99.54619999999974
3447,峙,89,0.0006,99.54559999999974
3448,哒,89,0.0006,99.54499999999973
3449,沌,89,0.0006,99.54439999999973
3450,抡,89,0.0006,99.54739999999975
3451,槌,89,0.0006,99.54379999999972
3452,彝,89,0.0006,99.54319999999971
3453,驭,89,0.0006,99.54259999999971
3454,晦,89,0.0006,99.5413999999997
3455,秆,89,0.0006,99.5419999999997
3456,钡,88,0.0006,99.5521999999998
3457,丞,88,0.0006,99.55339999999981
3458,瞳,88,0.0006,99.54799999999976
3459,馨,88,0.0006,99.5527999999998
3460,靡,88,0.0006,99.55459999999982
3461,吠,88,0.0006,99.5515999999998
3462,邑,88,0.0006,99.55099999999979
3463,殴,88,0.0006,99.55039999999978
3464,阮,88,0.0006,99.55399999999982
3465,簌,88,0.0006,99.54979999999978
3466,寰,88,0.0006,99.55519999999983
3467,踞,88,0.0006,99.54919999999977
